Pfam-PF12970.3	DUF3858
GO:0034061	DNA polymerase activity
TAX-1300222	Brevibacillus borstelensis
GO:0034623	cellular macromolecular complex disassembly
PWY-2021	indole-3-acetate degradation IV
Pfam-Entry-PF07784.7	DUF1622
PWY-4961	&beta;-pyrazole-1-ylalanine biosynthesis
TAX-66271	Pantoea stewartii
GO:0031076	embryonic camera-type eye development
TAX-909768	Acinetobacter calcoaceticus/baumannii complex
GO:0044237	cellular metabolic process
GO:0006510	ATP-dependent proteolysis
Pfam-PF01138.17	RNase_PH
TAX-319458	Leadbetterella
GO:0051053	negative regulation of DNA metabolic process
SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolites Degradation
Pfam-PF00367.16	PTS_EIIB
TAX-1169379	Escherichia coli
GO:0001667	ameboidal cell migration
PWY-6633	caffeine degradation V (bacteria, via trimethylurate)
TAX-1123312	Streptococcus ovis
TAX-376488	Halotalea
4-hydroxy-L-proline-HIF-Alpha	a <i>trans</i>-4-hydroxy-L-proline-HIF &alpha; subunit
PWY-1281	sulfoacetaldehyde degradation I
TAX-760843	Streptococcus pneumoniae
P4-PWY	superpathway of lysine, threonine and methionine biosynthesis I
TAX-28893	Streptomyces pilosus
GO:0072073	kidney epithelium development
TAX-469621	Fusobacterium periodonticum
GO:0004146	dihydrofolate reductase activity
Pfam-PF11687.4	DUF3284
GO:0006722	triterpenoid metabolic process
CPD-17923	<i>R</i>-Hmp-MeVal-Phe-MePhe-Pro-<i>alle</i>-MeVal-Leu-[acp]
Pfam-PF07521.8	RMMBL
TAX-595495	Escherichia coli
Pfam-Entry-PF15590.2	Imm27
GO:0016592	mediator complex
O-phospho-L-seryl-tRNASecs	an <i>O</i>-phospho-L-seryl-[tRNA<sup>Sec</sup>]
Pfam-Entry-PF02588.11	YitT_membrane
Pfam-PF12146.4	Hydrolase_4
TAX-1160717	Salmonella enterica
GO:0046921	alpha-(1->6)-fucosyltransferase activity
Pfam-Entry-PF00828.15	Ribosomal_L18e
TAX-86003	Pseudomonas sp. HR199
GO:0015789	UDP-N-acetylgalactosamine transport
GO:0051347	positive regulation of transferase activity
GO:0018070	peptidyl-serine phosphopantetheinylation
TAX-457430	Streptomyces roseosporus
GO:0015320	phosphate ion carrier activity
TAX-7459	Apis
GO:0055083	monovalent inorganic anion homeostasis
Pfam-Entry-PF03421.12	Acetyltransf_14
TAX-1227495	Natrinema pallidum
Pfam-Entry-PF12637.3	TSCPD
Pfam-Entry-PF03739.10	YjgP_YjgQ
GO:0047307	diaminobutyrate-pyruvate transaminase activity
PWY-6129	dolichol and dolichyl phosphate biosynthesis
TAX-768503	Cytophagia
Pfam-PF14096.2	DUF4274
All-Glutathiones	all glutathiones
TAX-83331	Mycobacterium tuberculosis
TAX-519427	Sharpea
Pfam-Entry-PF07733.8	DNA_pol3_alpha
Phycobilins	a phycobilin
GO:0098791	Golgi subcompartment
TAX-991927	Vibrio cholerae
Dietary-retinyl-esters	a dietary <i>all-trans</i>-retinyl ester
Procollagens	a procollagen
TAX-86959	Propionispira raffinosivorans
Pfam-Entry-PF00168.26	C2
GO:0005093	Rab GDP-dissociation inhibitor activity
Methanofurans	a methanofuran
PWY-5537	pyruvate fermentation to acetate V
TAX-138074	Serratia symbiotica
GO:0019324	L-lyxose metabolic process
GO:0008664	2'-5'-RNA ligase activity
GO:0008398	sterol 14-demethylase activity
Pfam-Entry-PF16591.1	HBM
CDP-2-3-4-Saturated-Diacylglycerols	a CDP-2,3,4-saturated-diacylglycerol
Erythro-GGE	<i>erythro</i>-guaiacylglycerol-&beta;-guaiacyl ether
Pfam-Entry-PF00641.14	zf-RanBP
TAX-71518	Methanocorpusculum bavaricum
Pfam-Entry-PF16254.1	DUF4910
PWY-3041	monoterpene biosynthesis
D-Ribopyranose	D-ribopyranose
Pfam-Entry-PF14395.2	COOH-NH2_lig
GO:0005785	signal recognition particle receptor complex
TAX-163735	Phaseoleae
TAX-1154846	Streptococcus agalactiae
27S-pre-rRNA-2-O-methylguanosine2922	2-<i>O</i>-methylguanosine<sup>2922</sup> in 27S pre-rRNA
TAX-33807	unclassified Alphaproteobacteria (miscellaneous)
Pfam-Entry-PF07561.7	DUF1540
GO:0005186	pheromone activity
Pfam-Entry-PF15573.2	Imm47
TAX-1134815	Enterococcus faecium
Pfam-Entry-PF09671.6	Spore_GerQ
GO:0003853	2-methylacyl-CoA dehydrogenase activity
GO:0003998	acylphosphatase activity
TAX-89	Leptothrix discophora
Tri-trans-polycis-polyprenyl-PPs	a tri-<i>trans</i>,poly-<i>cis</i>-polyprenyl diphosphate
GO:0019645	anaerobic electron transport chain
Pfam-Entry-PF13348.2	Y_phosphatase3C
TAX-1122228	Alloscardovia criceti
GLUTAMATE-DEG	L-glutamate Degradation
GO:0006170	dAMP biosynthetic process
TAX-573061	Clostridium cellulovorans
TAX-204458	Caulobacterales
Pfam-Entry-PF15887.1	Peptidase_Mx
Pfam-Entry-PF07441.7	BofA
Pseudonigeran	pseudonigeran
TAX-469603	Fusobacterium nucleatum
GO:0003692	left-handed Z-DNA binding
Pfam-Entry-PF12686.3	DUF3800
Pfam-PF02709.10	Glyco_transf_7C
Pfam-PF02920.11	Integrase_DNA
TAX-1699522	Syzygieae
TAX-6725	Cambaridae
GO:0071714	icosanoid transmembrane transporter activity
TAX-7586	Echinodermata
Pfam-PF08667.6	BetR
TAX-2697	Heliobacterium
TAX-1207063	Oceanibaculum indicum
5-Methylcytosine-49-tRNAs	a 5-methylcytosine<sup>49</sup> in tRNA
TAX-38313	Shewanella algae
GO:0008067	metabotropic glutamate, GABA-B-like receptor activity
Pfam-Entry-PF00977.17	His_biosynth
Pfam-PF00148.15	Oxidored_nitro
CPD-17707	a 4-deoxy-&alpha;-L-<i>erythro</i>-hex-4-enopyranuronate-uronate disccharide
GO:0039663	membrane fusion involved in viral entry into host cell
Pfam-PF08757.7	CotH
TAX-1123347	Tenacibaculum ovolyticum
TAX-386414	Prevotella timonensis
ORG-5977	Pseudomonas sp. TA-2
Plant-Arabinogalactans	a plant arabinogalactan
TAX-134262	Streptococcus mitis
TAX-1158459	Kosakonia sacchari
GO:0008874	gluconate 5-dehydrogenase activity
PWY-7686	L-malate degradation II
GO:0008276	protein methyltransferase activity
PWY-6192	3,4-dichlorotoluene degradation
Phosphatidylethanolamines-40-2	phosphatidylethanolamine-40:2
PWY-5754	4-hydroxybenzoate biosynthesis I (eukaryotes)
Pfam-PF15283.2	DUF4595
TAX-1303518	Chthonomonas calidirosea
Pfam-PF12671.3	Amidase_6
GO:0045240	dihydrolipoyl dehydrogenase complex
GO:0046498	S-adenosylhomocysteine metabolic process
GO:0006672	ceramide metabolic process
Pfam-Entry-PF06281.8	DUF1035
TAX-457396	Clostridium sp. 7_2_43FAA
GO:0009798	axis specification
P41-PWY	pyruvate fermentation to acetate and lactate I
GO:0009535	chloroplast thylakoid membrane
Pfam-PF02769.18	AIRS_C
PWY-5877	beta-carboline biosynthesis
TAX-1007064	Streptococcus suis
GO:0015864	pyrimidine nucleoside transport
Pfam-PF13133.2	DUF3949
Pfam-Entry-PF04117.8	Mpv17_PMP22
Pfam-Entry-PF00753.23	Lactamase_B
TAX-379065	Caldalkalibacillus
Pfam-Entry-PF03192.9	DUF257
Pfam-PF13090.2	PP_kinase_C
TAX-1408469	Mycoplasma simbae
TAX-498737	Borrelia burgdorferi
PWY3B3-43	methionine biosynthesis
TAX-29923	Amylomyces rouxii
Pfam-PF16537.1	T2SSB
Protein-disaccharide-L-ser	a [protein]-<i>O</i>-disaccharide-L-serine
PWY-6502	oxidized GTP and dGTP detoxification
Charged-CYS-tRNAs	an L-cysteinyl-[tRNA<SUP>cys</SUP>]
TAX-1455	Bacillus badius
TAX-976	Bacteroidetes <phylum>
GO:0006542	glutamine biosynthetic process
GO:0042364	water-soluble vitamin biosynthetic process
Pfam-Entry-PF08003.7	Methyltransf_9
PWY-7151	polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)
Pfam-Entry-PF07959.8	Fucokinase
TAX-38820	Poales
Pfam-Entry-PF04536.10	TPM
TAX-136	Spirochaetales
PWY-7618	ricinoleate biosynthesis
GO:0018835	carbon phosphorus lyase activity
Pfam-PF06711.7	DUF1198
Pfam-PF13116.2	DUF3971
TAX-992060	Helicobacter pylori
Phosphatidates-34-1	phosphatidate-34:1
Pfam-Entry-PF01757.18	Acyl_transf_3
TAX-32044	Pseudomonas mevalonii
Pfam-Entry-PF03687.9	UPF0164
Pfam-PF03786.9	UxuA
6-Hydroxy-37-dimethyloctanoate	a 6-hydroxy-3,7-dimethyloctanoate
GO:0071478	cellular response to radiation
TAX-33022	Bacillus racemilacticus
Pfam-Entry-PF16767.1	KinB_sensor
GO:0009062	fatty acid catabolic process
Pfam-PF00829.17	Ribosomal_L21p
TAX-331677	uncultured marine bacterium 66A03
TAX-2071	Saccharothrix
TAX-216720	Elsholtzieae
TAX-1031710	Oligotropha carboxidovorans
Pfam-Entry-PF07564.7	DUF1542
TAX-117570	Teleostomi
3-hydroxyvaline-Modifications	3-hydroxyvaline
BC-6.7	capsule (M and K antigens)
Pfam-PF00313.18	CSD
Pfam-Entry-PF07431.8	DUF1512
TAX-1121373	Cytophaga aurantiaca
Pfam-Entry-PF03673.9	UPF0128
Pfam-PF01791.5	DeoC
Pfam-PF00221.15	Lyase_aromatic
1-Lysophosphatidylglycerols	a 2-acyl-1-lyso-phosphatidylglycerol
PWY-7158	phenylalanine degradation V
GO:0045935	positive regulation of nucleobase-containing compound metabolic process
Pfam-PF16188.1	Peptidase_M24_C
2-Hydroxytetracos-15-enoates	a 2-hydroxytetracos-15-enoate
TAX-44930	Natronobacterium gregoryi
Pfam-Entry-PF05681.10	Fumerase
GO:0021915	neural tube development
Pfam-Entry-PF02975.10	Me-amine-dh_L
CCO-ER-LUM	endoplasmic reticulum lumen
GO:0044715	8-oxo-dGDP phosphatase activity
CCO-NUC-LUM	nuclear lumen
Pfam-Entry-PF12715.3	Abhydrolase_7
Pfam-Entry-PF07098.7	DUF1360
Pfam-PF04337.8	DUF480
BC-4.3.A.1	The ATP-binding Cassette (ABC) Superfamily + ABC-type Uptake Permeases
Pfam-PF06855.8	YozE_SAM_like
Pfam-PF16886.1	ATP-synt_ab_Xtn
Pfam-Entry-PF12956.3	DUF3845
Pfam-Entry-PF06353.8	DUF1062
Histones	a histone
Pfam-Entry-PF06996.7	T6SS_VasB
TAX-1218354	Chlamydia psittaci
GO:0018942	organometal metabolic process
TAX-413812	Natronococcus jeotgali
GO:0001873	polysaccharide receptor activity
Pfam-Entry-PF04227.8	Indigoidine_A
Pfam-Entry-PF08437.6	Glyco_transf_8C
Pfam-Entry-PF10118.5	Metal_hydrol
Pfam-Entry-PF00132.20	Hexapep
Pfam-PF01220.15	DHquinase_II
2-Me-Branched-234-Sat-FA	a 2-methyl branched 2,3,4-saturated fatty acid
Pfam-PF08943.6	CsiD
GO:1902270	(R)-carnitine transmembrane transport
Ferrihemoglobins	a ferrihemoglobin
TAX-8721	Bothrops
Pfam-PF13739.2	DUF4163
Pfam-Entry-PF15461.2	BCD
TAX-203523	Longispora albida
GO:0050755	chemokine metabolic process
Pfam-PF03437.11	BtpA
PWY-6050	dimethyl sulfoxide degradation
GO:0004342	glucosamine-6-phosphate deaminase activity
Pfam-PF00004.25	AAA
GO:0006364	rRNA processing
Pfam-Entry-PF12975.3	DUF3859
GO:0030219	megakaryocyte differentiation
GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity
TAX-191676	unclassified Xanthomonadaceae
Pfam-PF00591.17	Glycos_transf_3
GO:0051184	cofactor transporter activity
D-rhamnopyranoses	D-rhamnopyranose
TAX-768704	Desulfosporosinus meridiei
TAX-1900	Streptomyces cinnamonensis
TAX-5012	Taphrina wiesneri
Pfam-PF12592.4	DUF3763
Pfam-Entry-PF13312.2	DUF4081
Pfam-PF07488.8	Glyco_hydro_67M
TAX-1262663	Pseudomonas aeruginosa
TAX-742730	Citrobacter freundii
PWYQT-4482	CDP-diacylglycerol biosynthesis IV
TAX-50052	Mycoplasma crocodyli
TAX-698961	Gardnerella vaginalis
TAX-1122978	Prevotella albensis
GO:0061339	establishment or maintenance of monopolar cell polarity
Pfam-Entry-PF14040.2	DNase_NucA_NucB
PWY-6124	inosine-5'-phosphate biosynthesis II
CPD-6952	3,5-dihydro-5-methylidene-4<i>H</i>-imidazol-4-one
Pfam-PF07751.7	Abi_2
3-HYDROXY-ISOBUTYRYL-COA	3-hydroxy-isobutanoyl-CoA
TAX-1144315	Variovorax sp. CF313
GO:0035004	phosphatidylinositol 3-kinase activity
CPD-5167	a (mannosyl)<sub>8</sub>-(<i>N</i>-acetylglucosaminyl)<sub>2</sub>-diphosphodolichol
Pfam-PF12789.3	PTR
C2-Proteins	complement component protein C2
GlcNAc-MurNAc-tetrapeptide	GlcNAc-MurNAc-tetrapeptide
Pfam-Entry-PF05144.10	Phage_CRI
TAX-722911	Bifidobacterium longum
GO:0000246	delta24(24-1) sterol reductase activity
GO:0030546	receptor activator activity
Activated-Protein-C	an activated protein C
Pfam-Entry-PF06174.7	DUF987
GO:0034969	histone arginine methylation
TAX-63131	Aspergillus foetidus
Phosphatidylserines-44-3	phosphatidylserine-44:3
Pfam-Entry-PF13698.2	DUF4156
GO:0009008	DNA-methyltransferase activity
TAX-13511	Erythroxylum
Pfam-PF09539.6	DUF2385
Pfam-PF11132.4	SplA
Pfam-Entry-PF06223.8	Phage_tail_T
Pfam-PF03350.12	UPF0114
PWY-6503	superpathway of ergotamine biosynthesis
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity
GO:0005127	ciliary neurotrophic factor receptor binding
GO:0070873	regulation of glycogen metabolic process
Pfam-PF04430.10	DUF498
TAX-15956	Phleum
TAX-698965	Corynebacterium diphtheriae
Pfam-PF00208.17	ELFV_dehydrog
Pfam-Entry-PF05872.8	DUF853
ORG-6068	Comamonas sp. E222c
TAX-235	Brucella abortus
GO:0044389	small conjugating protein ligase binding
EV-AS-NAS	Non-traceable author statement
TAX-1261581	Vertebrata <Rhodophyta>
TAX-53441	Nocardiopsis lucentensis
GO:0015528	lactose:proton symporter activity
CPD-18684	a [2,4-di-<i>O</i>-methyl-&alpha;-L-fucopyranosyl-(1&rarr;3)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-<i>O</i>-methyl-&alpha;-L-rhamnopyranosyl] dimycocerosyl phenol-phthiocerol
Pfam-Entry-PF03989.9	DNA_gyraseA_C
TAX-8515	Iguanidae
Pfam-PF11695.4	DUF3291
Pfam-Entry-PF07099.7	DUF1361
GO:0043726	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity
16S-rRNA-N1-methyladenine1408	N<sup>1</sup>-methyladenine<sup>1408</sup> in 16S rRNA
PEP-LIPA-SYN-PWY	peptidoglycan and lipid A precursor biosynthesis
Pfam-Entry-PF03009.13	GDPD
THF-GLU-N	a tetrahydrofolate
Pfam-PF11141.4	DUF2914
Pfam-PF00512.21	HisKA
Pfam-PF00926.15	DHBP_synthase
Pfam-PF13561.2	adh_short_C2
GO:0071267	L-methionine salvage
TAX-760833	Streptococcus pneumoniae
GO:0046950	cellular ketone body metabolic process
TAX-1046325	Lumbricinae
GO:0050468	reticuline oxidase activity
TAX-33084	Entamoebidae
TAX-501023	Glaciibacter superstes
GO:0030337	DNA polymerase processivity factor activity
Pfam-PF05175.10	MTS
6-isopropenyl-3-methyloxepan-2-one	a 6-isopropenyl-3-methyloxepan-2-one
GO:0055082	cellular chemical homeostasis
TAX-537013	[Clostridium] methylpentosum
TAX-1121353	Corynebacterium callunae
Pfam-PF04565.12	RNA_pol_Rpb2_3
Pfam-Entry-PF10102.5	DUF2341
PWY-5362	sapienate biosynthesis
GO:0046490	isopentenyl diphosphate metabolic process
PWY-5134	bitter acids biosynthesis
Pfam-PF03088.12	Str_synth
Pfam-PF07126.8	ZapC
TAX-402688	Anthocerotopsida
GO:0006613	cotranslational protein targeting to membrane
TAX-102235	Cyanobacterium stanieri
Pfam-Entry-PF11116.4	DUF2624
Pfam-Entry-PF10080.5	DUF2318
TAX-51612	Rhodococcus sp. MB1
GO:0051108	carnitine-CoA ligase activity
GO:0050807	regulation of synapse organization
TAX-1436289	Candidatus Symbiobacter
GO:0046916	cellular transition metal ion homeostasis
Ribonucleoside-triphosphate-reductases	a ribonucleoside triphosphate reductase
Pfam-Entry-PF14305.2	ATPgrasp_TupA
Aclacinomycins	an aclacinomycin
Ni-Fe-S-Clusters	a nickel-iron-sulfur cluster
GO:0019569	L-arabinose catabolic process to xylulose 5-phosphate
GO:0000985	bacterial-type RNA polymerase core promoter sequence-specific DNA binding
ORG-6242	Proteus vulgaris OX2
PWY-6377	&alpha;-tocopherol degradation
TAX-670486	Dehalogenimonas
GO:0031640	killing of cells of other organism
Ox-NADPH-Hemoprotein-Reductases	an oxidized [NADPH-hemoprotein reductase]
GO:0052888	dihydroorotate oxidase (fumarate) activity
TAX-1406225	Cystobacter violaceus
GO:0050993	dimethylallyl diphosphate metabolic process
Pfam-PF02613.11	Nitrate_red_del
Pfam-Entry-PF11436.4	DUF3199
Pfam-Entry-PF14517.2	Tachylectin
Pfam-PF09355.6	Phage_Gp19
GO:0007159	leukocyte cell-cell adhesion
Pfam-Entry-PF13970.2	DUF4221
TAX-376733	Paracoccus halophilus
GO:0090499	pimelyl-[acyl-carrier protein] methyl ester esterase activity
PWY-6658	acetan biosynthesis
GO:0045814	negative regulation of gene expression, epigenetic
Pfam-Entry-PF08676.7	MutL_C
TAX-58122	Spirillospora
Modified-Nucleobases-in-tRNA	a modified nucleobase within a tRNA
TAX-29559	Mycoplasma hyosynoviae
TAX-1046714	Gayadomonas joobiniege
GO:0030174	regulation of DNA-dependent DNA replication initiation
PWYQT-4445	pyrimidine salvage pathway
TAX-641491	Desulfovibrio desulfuricans
PWY-2723	trehalose degradation V
Pfam-Entry-PF08046.7	IlvGEDA_leader
Pfam-Entry-PF09383.6	NIL
TAX-38574	Leishmania donovani species complex
GO:0016795	phosphoric triester hydrolase activity
TAX-2887	Alariaceae
GO:0047800	cysteamine dioxygenase activity
TAX-173366	Methylocystis rosea
GO:0030639	polyketide biosynthetic process
TAX-581	Morganella <proteobacterium>
GO:0042936	dipeptide transporter activity
TAX-157732	Rhodococcus sp. NCIMB 9784
Pfam-Entry-PF03793.15	PASTA
ORG-6025	Gluconobacter oxydans
GO:0035270	endocrine system development
alpha-meroacyl-pks13-ks	an &alpha;-meroacyl-[pks13-ks]
GO:0008922	long-chain fatty acid [acyl-carrier-protein] ligase activity
TAX-2799	Porphyridiaceae
GO:0005764	lysosome
EV-COMP-AINF-SEQ-ORTHOLOGY	Automated inference of function by sequence orthology
GO:0015366	malate:proton symporter activity
20-Glc-Glc-Protopanaxadiol-ginsenosides	a protopanaxadiol-type ginsenoside with two glucosyl residues at position 20
TAX-114277	spotted fever group
Pfam-Entry-PF07907.7	YibE_F
GO:0004968	gonadotropin-releasing hormone receptor activity
Pfam-PF13425.2	O-antigen_lig
GO:1900542	regulation of purine nucleotide metabolic process
Pfam-Entry-PF01357.17	Pollen_allerg_1
GO:0008919	lipopolysaccharide glucosyltransferase I activity
GO:0048646	anatomical structure formation involved in morphogenesis
Fatty-Acyl-CoA	a long-chain acyl-CoA
GO:0008239	dipeptidyl-peptidase activity
Apo-alpha-Allophycocyanins	an <i>apo</i>-[allophycocyanin &alpha;-subunit]
GO:0022890	inorganic cation transmembrane transporter activity
GO:0031575	mitotic cell cycle G1/S transition checkpoint
TAX-95969	Wachendorfia
Pfam-Entry-PF08967.6	DUF1884
Pfam-Entry-PF14234.2	DUF4336
Pfam-Entry-PF05008.11	V-SNARE
PWY-6312	barbaloin biosynthesis
TAX-5988	Litostomatea
Pfam-PF04087.10	DUF389
Pfam-Entry-PF01194.13	RNA_pol_N
TAX-181675	Lactobacillus coleohominis
TAX-192952	Methanosarcina mazei
TRYPANOSYN-PWY	trypanothione biosynthesis
GO:0018741	alkyl sulfatase activity
Pfam-PF14114.2	DUF4286
GO:0016467	hydrogen-translocating F-type ATPase activity
GO:0004068	aspartate 1-decarboxylase activity
Pfam-Entry-PF13212.2	DUF4020
23S-rRNA-5-methylcytosine1962	5-methylcytosine<sup>1962</sup> in 23S rRNA
Pfam-PF08351.7	DUF1726
GO:0009439	cyanate metabolic process
TAX-754477	Methylophaga frappieri
PWY-5096	pyruvate fermentation to acetate and alanine
Pfam-Entry-PF11382.4	MctB
TAX-1087449	Aquimarina agarilytica
TAX-183586	Fusarium anguioides
GO:0034097	response to cytokine
Pfam-PF13664.2	DUF4149
N2FIX-PWY	nitrogen fixation
TAX-1453492	Chryseobacterium hispalense
GO:0005868	cytoplasmic dynein complex
TAX-515619	Eubacterium rectale
TAX-1791	Mycobacterium aurum
Beta-L-arabinosides	an oligosaccharide with &beta;-L-arabinopyranose at the non-reducing end
Pfam-PF02452.13	PemK_toxin
Pfam-Entry-PF09718.6	Tape_meas_lam_C
3-Hydroxy-Flavanones	a 3' hydroxy flavanone
Pfam-PF09261.7	Alpha-mann_mid
Docosahexaenoate-Biosynthesis	Docosahexaenoate Biosynthesis
GO:0072077	renal vesicle morphogenesis
3-oxo-myristoyl-ACPs	a 3-oxo-myristoyl-[acp]
TAX-1001542	Francisella tularensis
Pfam-Entry-PF00009.23	GTP_EFTU
TAX-147100	Rhabditophora
TAX-406	Methylobacillus glycogenes
Alpha-C-phycocyanin	a C-phycocyanin &alpha;-subunit
GO:0033172	gas vesicle shell
BC-2.2.2	Transcription related
Pfam-PF11375.4	DUF3177
Pfam-Entry-PF10555.5	MraY_sig1
Pfam-PF07514.7	TraI_2
TAX-272633	Mycoplasma penetrans
Pfam-Entry-PF12808.3	Mto2_bdg
Pfam-Entry-PF01695.13	IstB_IS21
Pfam-PF03873.9	RseA_C
GO:0016035	zeta DNA polymerase complex
GO:0061162	establishment of monopolar cell polarity
GO:0046373	L-arabinose metabolic process
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity
TAX-658657	Erysipelotrichaceae bacterium 21_3
GO:0008753	NADPH dehydrogenase (quinone) activity
Pfam-Entry-PF02754.12	CCG
TAX-1169365	Escherichia coli
TAX-1121383	Deinococcus murrayi
TAX-64417	Candida freyschussii
TAX-575200	Corynebacterium maris
TAX-302912	Bifidobacterium animalis
Pfam-PF12959.3	DUF3848
GO:0009040	ureidoglycolate dehydrogenase activity
Pfam-PF00502.15	Phycobilisome
TAX-402881	Parvibaculum lavamentivorans
TAX-94625	Ochrobactrum intermedium
TAX-574376	Bacillus manliponensis
GO:0015796	galactitol transport
GO:0005332	gamma-aminobutyric acid:sodium symporter activity
TAX-105390	Aciculata
Pfam-Entry-PF07714.13	Pkinase_Tyr
Pfam-PF00535.22	Glycos_transf_2
TAX-575607	Lactobacillus jensenii
1-Stearoyl-L-Phosphatidate	a 1-stearoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate
GO:0006108	malate metabolic process
Pfam-PF13507.2	GATase_5
Nonmethylated-Ribosomal-Protein-L11s	a non-methylated ribosomal protein L11
GO:0033383	geranyl diphosphate metabolic process
TAX-326425	Lactobacillus helveticus
Pfam-PF11278.4	DUF3079
GO:0033743	peptide-methionine (R)-S-oxide reductase activity
Pfam-Entry-PF10962.4	DUF2764
GO:0010629	negative regulation of gene expression
TAX-3803	Fabaceae
TAX-320324	Formosa agariphila
Mature-5S-rRNAs	a mature 5S-rRNA
TAX-216596	Rhizobium leguminosarum
Oxalate-Degradation	Oxalate Degradation
Aeruginosins	an aeruginosin
TAX-28443	Herbidospora
TAX-469607	Fusobacterium nucleatum
GO:0050572	L-idonate 5-dehydrogenase activity
GO:0021744	dorsal motor nucleus of vagus nerve development
TAX-320771	Pedosphaera parvula
GO:0008990	rRNA (guanine-N2-)-methyltransferase activity
TAX-7091	Bombyx mori
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity
Pfam-PF04277.9	OAD_gamma
TAX-38254	Glaucocystophyceae
Phosphatidylcholines-40-5	phosphatidylcholine-40:5
GO:0005886	plasma membrane
Pfam-PF16449.1	MatB
TAX-13607	Mantoniella
Pfam-Entry-PF03335.9	Phage_fiber
TAX-377629	Teredinibacter turnerae
TAX-1366	Lactococcus raffinolactis
TAX-2093	Mycoplasma
Lipid-dihydrosterculate	a [glycerolipid]-dihydrosterculate
Peptides-with-Lys-Lys-bond	a peptide with an internal Lys-Lys bond
TAX-451864	Dikarya
Pfam-PF05542.7	DUF760
Protein-Phosphothreonines	a [protein] L-threonine phosphate
TAX-992149	Yersinia pestis
Pfam-Entry-PF03831.10	PhnA
TAX-1221284	Acinetobacter baumannii
GO:0019430	removal of superoxide radicals
GO:0016773	phosphotransferase activity, alcohol group as acceptor
